index,date,store,dayofweek,customers,open,promo,stateholiday,schoolholiday,storetype,assortment,competitiondistance,competitionopensincemonth,competitionopensinceyear,promo2,promo2sinceweek,promo2sinceyear,promointerval,NEW_Day,NEW_Month,NEW_Year,NEW_WeekOfYear,NEW_DayOfYear,NEW_IsWeekend,NEW_IsMonthStart,NEW_IsMonthEnd,NEW_Sales_Lag_1,NEW_Sales_Lag_7,NEW_Sales_Lag_30,NEW_Rolling_Mean_Sales_7,NEW_Rolling_Sum_Sales_7,NEW_Rolling_Std_Sales_7,NEW_Rolling_Mean_Sales_30,NEW_Rolling_Sum_Sales_30,NEW_Rolling_Std_Sales_30,NEW_EMA_Sales_7,NEW_EMA_Sales_30,NEW_Promo_StateHoliday,NEW_Promo_SchoolHoliday,NEW_DayOfWeek_Promo,NEW_Promo2_Ratio,NEW_StoreType,NEW_Assortment,y_pred
18612,2014-04-03,6,4,666,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,3,4,2014,14,93,False,False,False,5834.0,4889.0,4643.0,4676.428571428572,32735.0,911.1214439987091,5502.833333333333,165085.0,1574.6698413303725,5082.588356148757,5296.114856343762,0,0,4,0.0,0,0,5757.668618971326
18613,2014-04-02,6,3,740,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,2,4,2014,14,92,False,False,False,5790.0,4077.0,3718.0,5049.0,35343.0,1131.6825232075216,5601.733333333334,168052.0,1551.7111785410375,5483.191267111568,5385.720349482875,0,0,3,0.0,0,0,6479.02530040791
18614,2014-04-01,6,2,785,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,1,4,2014,14,91,False,True,False,6685.0,4196.0,5534.0,5504.857142857143,38534.0,1352.0494848650408,5663.5,169905.0,1585.4353856493133,5959.143450333676,5514.83516564527,0,0,2,0.0,0,0,6847.390291536699
18615,2014-03-31,6,1,841,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,31,3,2014,14,90,False,False,True,7387.0,4754.0,5427.0,6038.285714285715,42268.0,1698.6150941561932,5765.533333333334,172966.0,1666.1342772673158,6591.357587750257,5706.652251732672,0,0,1,0.0,0,0,8028.173935114245
18616,2014-03-29,6,6,337,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,29,3,2014,13,88,True,False,False,8488.0,4749.0,6073.0,5783.857142857143,40487.0,2025.7928018902846,5662.033333333334,169861.0,1741.1291319207228,5685.518190812692,5529.965009685403,,0,0,0.0,0,0,2834.7519876724195
18617,2014-03-28,6,5,574,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,28,3,2014,13,87,False,False,False,2968.0,3335.0,6304.0,6006.142857142857,42043.0,1783.135574259706,5614.933333333333,168448.0,1742.2756409923838,5486.88864310952,5488.741460673442,,0,0,0.0,0,0,4532.718011099316
18618,2014-03-27,6,4,523,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,27,3,2014,13,86,False,False,False,4891.0,5834.0,7722.0,5730.857142857143,40116.0,1954.6409242766704,5487.766666666666,164633.0,1722.2917107103624,5091.91648233214,5386.693624500962,,0,0,0.0,0,0,4006.566518450015
18619,2014-03-26,6,3,598,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,26,3,2014,13,85,False,False,False,3907.0,5790.0,3711.0,5541.285714285715,38789.0,2011.4724883598544,5512.833333333333,165385.0,1700.8797943160655,4934.687361749105,5327.100487436384,,0,0,0.0,0,0,4346.710168816849
18620,2014-03-25,6,2,563,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,25,3,2014,13,84,False,False,False,4463.0,6685.0,6945.0,5202.142857142857,36415.0,1986.4761453867218,5425.033333333334,162751.0,1692.3642610129887,4778.765521311829,5261.545617279198,,0,0,0.0,0,0,4109.624593631712
18621,2014-03-24,6,1,557,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,24,3,2014,13,83,False,False,False,4311.0,7387.0,7710.0,4768.714285714285,33381.0,1746.8517122989904,5313.133333333333,159394.0,1646.4312656906427,4672.324140983872,5202.9297710031215,,0,0,0.0,0,0,4106.3787366529195
18622,2014-03-22,6,6,362,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,22,3,2014,12,81,True,False,False,4353.0,8488.0,6236.0,3981.285714285714,27869.0,747.1476235849107,5204.466666666666,156134.0,1690.4151445486855,4248.2431057379035,5059.256882551307,,0,0,0.0,0,0,3006.9277971460897
18623,2014-03-21,6,5,662,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,21,3,2014,12,80,False,False,False,2976.0,2968.0,7894.0,4345.428571428572,30418.0,790.8695335184104,5125.233333333334,153757.0,1613.9835849982146,4565.432329303428,5088.788696580255,0,0,5,0.0,0,0,5476.494181200114
18624,2014-03-20,6,4,619,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,20,3,2014,12,79,False,False,False,5517.0,4891.0,3063.0,4328.571428571428,30300.0,778.462985020886,5182.233333333334,155467.0,1568.1873938719384,4617.3242469775705,5068.415232284756,0,0,4,0.0,0,0,5135.708593085235
18625,2014-03-19,6,3,631,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,19,3,2014,12,78,False,False,False,4773.0,3907.0,4341.0,4535.714285714285,31750.0,838.2137186274441,5216.1,156483.0,1560.3447972185213,4802.243185233177,5087.033604395417,0,0,3,0.0,0,0,5433.711639479363
18626,2014-03-18,6,2,739,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,18,3,2014,12,77,False,False,False,5357.0,4463.0,4718.0,4888.571428571428,34220.0,1230.5654333331072,5289.933333333333,158698.0,1588.1207921863895,5334.932388924883,5206.128210563455,0,0,2,0.0,0,0,6468.158075127554
18627,2014-03-17,6,1,759,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,17,3,2014,12,76,False,False,False,6933.0,4311.0,4270.0,5315.857142857143,37211.0,1488.7794137672504,5391.0,161730.0,1617.1858912619064,5826.6992916936615,5341.345745365813,0,0,1,0.0,0,0,6980.437790223548
18628,2014-03-15,6,6,387,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,15,3,2014,11,74,True,False,False,7302.0,4353.0,5001.0,5161.714285714285,36132.0,1651.9963392095995,5333.433333333333,160003.0,1661.6733087636344,5188.524468770246,5207.968600503503,,0,0,0.0,0,0,3090.0524727881584
18629,2014-03-14,6,5,583,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,14,3,2014,11,73,False,False,False,3274.0,2976.0,4415.0,5403.571428571428,37825.0,1380.2480280904713,5341.9,160257.0,1657.4740721954036,5058.643351577684,5173.196432729083,,0,0,0.0,0,0,4466.919951450966
18630,2014-03-13,6,4,557,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,13,3,2014,11,72,False,False,False,4669.0,5517.0,7618.0,5228.428571428572,36599.0,1439.9497511074128,5231.0,156930.0,1610.5705136101171,4866.732513683263,5116.280533843336,,0,0,0.0,0,0,4175.617264831041
18631,2014-03-12,6,3,573,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,12,3,2014,11,71,False,False,False,4291.0,4773.0,7317.0,5233.142857142857,36632.0,1438.2632383736843,5147.3,154419.0,1562.9684654969662,4851.549385262448,5096.262434885702,,0,0,0.0,0,0,4322.5803820530755
18632,2014-03-11,6,2,572,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,11,3,2014,11,70,False,False,False,4806.0,5357.0,7890.0,5071.285714285715,35499.0,1484.994468484171,5025.1,150753.0,1482.371547031406,4694.662038946835,5039.987439086624,,0,0,0.0,0,0,4308.802389945985
18633,2014-03-10,6,1,619,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,10,3,2014,11,69,False,False,False,4224.0,6933.0,8204.0,4724.571428571428,33072.0,1241.1918811023127,4901.833333333333,147055.0,1357.4006112935986,4647.496529210126,5005.536636564907,,0,0,0.0,0,0,4587.857110791137
18634,2014-03-08,6,6,389,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,8,3,2014,10,67,True,False,False,4506.0,7302.0,3350.0,4141.285714285715,28989.0,643.6090206239973,4897.466666666666,146924.0,1362.7650070235225,4290.3723969075945,4890.276208399429,,0,0,0.0,0,0,3259.283652736917
18635,2014-03-07,6,5,703,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,7,3,2014,10,66,False,False,False,3219.0,3274.0,4889.0,4523.285714285715,31663.0,814.0392525928436,4932.766666666666,147983.0,1376.1877799730428,4704.779297680696,4958.516453018821,0,0,5,0.0,0,0,5881.522883749791
18636,2014-03-06,6,4,678,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,6,3,2014,10,65,False,False,False,5948.0,4669.0,4077.0,4663.857142857143,32647.0,921.2906578222138,4985.3,149559.0,1372.4694368809896,4941.834473260522,5003.321843146639,0,0,4,0.0,0,0,5634.408596764272
18637,2014-03-05,6,3,727,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,5,3,2014,10,64,False,False,False,5653.0,4291.0,4196.0,4951.0,34657.0,1084.490356496242,5055.466666666666,151664.0,1384.481347761269,5281.625854945391,5087.043014556534,0,0,3,0.0,0,0,6337.513344211159
18638,2014-03-04,6,2,712,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,4,3,2014,10,63,False,False,False,6301.0,4806.0,4754.0,5165.714285714285,36160.0,1194.2319308919512,5107.3,153219.0,1401.8058833100856,5538.469391209043,5165.878949101274,0,0,2,0.0,0,0,6376.157659456799
18639,2014-03-03,6,1,904,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,3,3,2014,10,62,False,False,False,6309.0,4224.0,4749.0,5839.714285714285,40878.0,1767.800678270957,5247.066666666667,157412.0,1564.4458737693794,6389.352043406782,5409.4996620624825,0,0,1,0.0,0,0,8096.943946977518
18640,2014-03-01,6,6,405,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,1,3,2014,9,60,True,True,False,8942.0,4506.0,3335.0,5694.857142857143,39864.0,1929.455832488483,5252.3,157569.0,1558.0787716353445,5665.0140325550865,5285.790006445548,,0,0,0.0,0,0,3522.644032344475
18641,2014-02-28,6,5,624,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,28,2,2014,9,59,False,False,True,3492.0,3219.0,5834.0,5982.857142857143,41880.0,1624.694374189751,5232.333333333333,156970.0,1554.2005225735288,5557.510524416315,5282.513231836158,,0,0,0.0,0,0,5114.924946086504
18642,2014-02-27,6,4,537,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,27,2,2014,9,58,False,False,False,5235.0,5948.0,5790.0,5711.0,39977.0,1782.9994391474206,5174.166666666667,155225.0,1565.2245202687654,5179.382893312237,5202.673668491891,,0,0,0.0,0,0,4236.5166463306905
18643,2014-02-26,6,3,545,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,26,2,2014,9,57,False,False,False,4045.0,5653.0,6685.0,5490.714285714285,38435.0,1883.7673878238222,5088.366666666667,152651.0,1550.0251718386196,4912.287169984178,5132.2431092343495,,0,0,0.0,0,0,4104.279869967025
18644,2014-02-25,6,2,535,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,25,2,2014,9,56,False,False,False,4111.0,6301.0,7387.0,5183.714285714285,36286.0,1904.7015264240006,4980.533333333334,149416.0,1496.1904436528685,4722.2153774881335,5069.001618316005,,0,0,0.0,0,0,4057.9075525935295
18645,2014-02-24,6,1,593,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,24,2,2014,9,55,False,False,False,4152.0,6309.0,8488.0,4933.428571428572,34534.0,1846.407760774318,4849.5,145485.0,1342.6807397760344,4680.9115331161,5035.969255844005,,0,0,0.0,0,0,4299.978615094085
18646,2014-02-22,6,6,375,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,22,2,2014,8,53,True,False,False,4557.0,8942.0,2968.0,4079.285714285714,28555.0,725.9882263245826,4849.333333333333,145480.0,1342.9226319495478,4251.433649837075,4902.229303854069,,0,0,0.0,0,0,3072.338792857847
18647,2014-02-21,6,5,612,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,21,2,2014,8,52,False,False,False,2963.0,3492.0,4891.0,4308.571428571428,30160.0,762.1447494063243,4856.2,145686.0,1343.6694841956569,4462.825237377806,4914.795155218323,0,1,5,0.0,0,0,5296.455432838859
18648,2014-02-20,6,4,641,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,20,2,2014,8,51,False,False,False,5097.0,5235.0,3907.0,4325.285714285715,30277.0,786.7343292128003,4904.366666666667,147131.0,1334.337223657043,4685.118928033355,4943.001919397786,0,1,4,0.0,0,0,5473.232191770082
18649,2014-02-19,6,3,646,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,19,2,2014,8,50,False,False,False,5352.0,4045.0,4463.0,4540.571428571428,31784.0,895.8736624366352,4940.666666666667,148220.0,1336.7267364035542,4901.839196025016,4982.292118146316,0,1,3,0.0,0,0,5557.069709404559
18650,2014-02-18,6,2,657,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,18,2,2014,8,49,False,False,False,5552.0,4111.0,4311.0,4791.428571428572,33540.0,995.8173957680684,4992.533333333334,149776.0,1341.6307815576517,5143.129397018762,5039.370046007844,0,1,2,0.0,0,0,5904.188171450995
18651,2014-02-17,6,1,754,1,1,0,1,a,a,310.0,12.0,2013.0,0,,,,17,2,2014,8,48,False,False,False,5867.0,4152.0,4353.0,5229.428571428572,36606.0,1296.5586318074086,5088.033333333334,152641.0,1395.4274214396667,5661.847047764071,5179.926817233145,0,1,1,0.0,0,0,7053.543927557762
18652,2014-02-15,6,6,340,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,15,2,2014,7,46,True,False,False,7218.0,4557.0,2976.0,5014.714285714285,35103.0,1529.9237142513298,5090.633333333333,152719.0,1391.423445880921,5009.885285823053,5042.770248379394,,0,0,0.0,0,0,2824.2843251597733
18653,2014-02-14,6,5,606,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,14,2,2014,7,45,False,False,False,3054.0,2963.0,5517.0,5296.857142857143,37078.0,1243.8596422120236,5071.333333333333,152140.0,1389.319489418532,4991.91396436729,5036.010877516207,,0,0,0.0,0,0,4578.701481194596
18654,2014-02-13,6,4,572,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,13,2,2014,7,44,False,False,False,4938.0,5097.0,4773.0,5220.714285714285,36545.0,1274.0796304634646,5064.366666666667,151931.0,1391.389518414607,4884.935473275467,5005.558562837742,,0,0,0.0,0,0,4305.605371309972
18655,2014-02-12,6,3,569,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,12,2,2014,7,43,False,False,False,4564.0,5352.0,5357.0,5114.0,35798.0,1292.4025430698234,5039.3,151179.0,1392.7089987403765,4814.951604956601,4979.716074912727,,0,0,0.0,0,0,4268.114120307352
18656,2014-02-11,6,2,603,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,11,2,2014,7,42,False,False,False,4605.0,5552.0,6933.0,4968.714285714285,34781.0,1292.1214744604774,4959.366666666667,148781.0,1348.384102733992,4744.963703717451,4951.024715240938,,0,0,0.0,0,0,4447.948520582386
18657,2014-02-10,6,1,602,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,10,2,2014,7,41,False,False,False,4535.0,5867.0,7302.0,4755.0,33285.0,1241.5109074564537,4861.666666666667,145850.0,1277.0917482050127,4651.472777788088,4913.603765870555,,0,0,0.0,0,0,4408.830330226331
18658,2014-02-08,6,6,403,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,8,2,2014,6,39,True,False,False,4371.0,7218.0,3274.0,4223.285714285715,29563.0,681.6361967808915,4869.066666666667,146072.0,1268.1870560746963,4362.604583341066,4822.145458395036,,0,0,0.0,0,0,3452.9741224397644
18659,2014-02-07,6,5,639,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,7,2,2014,6,38,False,False,False,3496.0,3054.0,4669.0,4629.285714285715,32405.0,714.6863447895059,4909.966666666666,147299.0,1281.2310212779978,4745.953437505799,4891.426396563099,0,0,5,0.0,0,0,5637.478882577761
18660,2014-02-06,6,4,607,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,6,2,2014,6,37,False,False,False,5896.0,4938.0,4291.0,4662.142857142857,32635.0,736.2077217224922,4939.2,148176.0,1276.6180915701227,4851.465078129349,4909.269854849351,0,0,4,0.0,0,0,5303.283190637051
18661,2014-02-05,6,3,695,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,5,2,2014,6,36,False,False,False,5168.0,4564.0,4806.0,4869.714285714285,34088.0,892.227122483536,4979.566666666667,149387.0,1291.322302334221,5142.848808597012,4980.736315826813,0,0,3,0.0,0,0,5851.007282544493
18662,2014-02-04,6,2,673,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,4,2,2014,6,35,False,False,False,6017.0,4605.0,4224.0,5115.0,35805.0,1032.3371542282166,5049.5,151485.0,1305.7223063803874,5437.636606447759,5067.269456741212,0,0,2,0.0,0,0,6093.814913877954
18663,2014-02-03,6,1,851,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,3,2,2014,6,34,False,False,False,6322.0,4535.0,4506.0,5574.0,39018.0,1385.390558651246,5157.566666666667,154727.0,1390.5911589192488,6015.227454835819,5240.219814370811,0,0,1,0.0,0,0,7488.555633549164
18664,2014-02-01,6,6,396,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,1,2,2014,5,32,True,True,False,7748.0,4371.0,3219.0,5423.285714285715,37963.0,1581.5706027327972,5160.8,154824.0,1386.033571768367,5340.420591126865,5116.076600540437,,0,0,0.0,0,0,3342.05138195111
18665,2014-01-31,6,5,631,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,31,1,2014,5,31,False,False,True,3316.0,3496.0,5948.0,5646.0,39522.0,1359.0551865174612,5131.033333333334,153931.0,1378.1110381001033,5269.065443345148,5112.136174699119,,0,0,0.0,0,0,5193.3819533582355
18666,2014-01-30,6,4,534,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,30,1,2014,5,30,False,False,False,5055.0,5896.0,5653.0,5432.0,38024.0,1429.254934106116,5089.2,152676.0,1380.765639681169,5051.299082508861,5066.062873105628,,0,0,0.0,0,0,4225.279117656014
18667,2014-01-29,6,3,509,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,29,1,2014,5,29,False,False,False,4398.0,5168.0,6301.0,5290.571428571428,37034.0,1506.6200424728738,5018.433333333333,150553.0,1370.8855351832697,4832.974311881646,5008.768494195588,,0,0,0.0,0,0,4059.080634243909
18668,2014-01-28,6,2,539,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,28,1,2014,5,28,False,False,False,4178.0,6017.0,6309.0,5015.857142857143,35111.0,1527.2651405449617,4944.6,148338.0,1358.5738110239006,4648.230733911234,4949.751171989421,,0,0,0.0,0,0,4095.878037277573
18669,2014-01-27,6,1,505,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,27,1,2014,5,27,False,False,False,4094.0,6322.0,8942.0,4691.0,32837.0,1442.639132516056,4781.466666666666,143444.0,1137.939327312172,4498.1730504334255,4891.573677022362,,0,0,0.0,0,0,3900.814250150204
18670,2014-01-25,6,6,312,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,25,1,2014,4,25,True,False,False,4048.0,7748.0,3492.0,3972.8571428571427,27810.0,754.1875161548494,4755.766666666666,142673.0,1176.1312289944908,4053.879787825069,4751.536665601565,,0,0,0.0,0,0,2691.0134376626006
18671,2014-01-24,6,5,700,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,24,1,2014,4,24,False,False,False,2721.0,3316.0,5235.0,4315.714285714285,30210.0,930.6826731465726,4771.8,143154.0,1186.1256373530616,4469.409840868801,4813.760106530496,0,0,5,0.0,0,0,5736.594486473887
18672,2014-01-23,6,4,571,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,23,1,2014,4,23,False,False,False,5716.0,5055.0,4045.0,4272.857142857143,29910.0,897.272984951526,4795.466666666666,143864.0,1178.1804713151998,4540.807380651601,4809.969131915625,0,0,4,0.0,0,0,4975.912162341478
18673,2014-01-22,6,3,609,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,22,1,2014,4,22,False,False,False,4755.0,4398.0,4111.0,4418.285714285715,30928.0,997.8027049949554,4838.966666666666,145169.0,1176.1270012156458,4759.605535488701,4849.067897598488,0,0,3,0.0,0,0,5538.094179584061
18674,2014-01-21,6,2,638,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,21,1,2014,4,21,False,False,False,5416.0,4178.0,4152.0,4655.428571428572,32588.0,1120.852035602513,4895.166666666667,146855.0,1182.4340495812858,5029.204151616526,4912.8699687211665,0,0,2,0.0,0,0,5939.412220092192
18675,2014-01-20,6,1,705,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,20,1,2014,4,20,False,False,False,5838.0,4094.0,4557.0,5021.285714285715,35149.0,1309.1969185071368,4965.1,148953.0,1223.0867493974945,5435.653113712395,5025.265454610124,0,0,1,0.0,0,0,6734.565856085781
18676,2014-01-18,6,6,384,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,18,1,2014,3,18,True,False,False,6655.0,4048.0,2963.0,4891.714285714285,34242.0,1458.0036253139367,4971.033333333334,149131.0,1213.4330745602688,4861.989835284296,4903.699941409471,,0,0,0.0,0,0,3061.3327972165202
18677,2014-01-17,6,5,567,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,17,1,2014,3,17,False,False,False,3141.0,2721.0,5097.0,5154.857142857143,36084.0,1130.3385080838193,4953.233333333334,148597.0,1215.4365381051057,4787.242376463222,4881.719300028215,,0,0,0.0,0,0,4371.532223912016
18678,2014-01-16,6,4,560,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,16,1,2014,3,16,False,False,False,4563.0,5716.0,5352.0,4941.142857142857,34588.0,1147.8495006709234,4915.5,147465.0,1220.192120260097,4645.431782347417,4839.0277322844595,,0,0,0.0,0,0,4117.211142533056
18679,2014-01-15,6,3,515,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,15,1,2014,3,15,False,False,False,4220.0,4755.0,5552.0,4834.428571428572,33841.0,1201.5088926211206,4864.033333333334,145921.0,1224.9722722641905,4486.073836760563,4785.413039879011,,0,0,0.0,0,0,3997.202553868281
18680,2014-01-14,6,2,509,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,14,1,2014,3,14,False,False,False,4008.0,5416.0,5867.0,4606.428571428572,32245.0,1223.9753343297534,4795.8,143874.0,1224.189313734632,4319.555377570422,4723.128327628752,,0,0,0.0,0,0,3909.2701017193053
18681,2014-01-13,6,1,601,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,13,1,2014,3,13,False,False,False,3820.0,5838.0,7218.0,4425.857142857143,30981.0,1098.8429412449364,4707.666666666667,141230.0,1135.7765483650778,4383.166533177817,4713.507145201091,,0,0,0.0,0,0,4341.4467686259995
18682,2014-01-11,6,6,386,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,11,1,2014,2,11,True,False,False,4574.0,6655.0,3054.0,3898.5714285714284,27290.0,641.1541304925313,4704.666666666667,141140.0,1140.4045360077819,4028.3748998833626,4600.63571647844,,0,0,0.0,0,0,3187.980794854193
18683,2014-01-10,6,5,668,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,10,1,2014,2,10,False,False,False,2964.0,3141.0,4938.0,4324.857142857143,30274.0,964.1494401062298,4744.233333333334,142327.0,1169.0120993838113,4552.531174912522,4698.981799286284,0,0,5,0.0,0,0,5765.16455919667
18684,2014-01-09,6,4,619,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,9,1,2014,2,9,False,False,False,6125.0,4563.0,4564.0,4389.857142857143,30729.0,997.6359437141836,4759.366666666667,142781.0,1169.5369399993263,4668.898381184392,4719.563618687169,0,0,4,0.0,0,0,5420.14258291096
18685,2014-01-08,6,3,664,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,8,1,2014,2,8,False,False,False,5018.0,4220.0,4605.0,4629.0,32403.0,1140.5359851110995,4802.333333333333,144070.0,1187.2143963869821,4975.173785888293,4795.333707804126,0,0,3,0.0,0,0,5968.861603050513
18686,2014-01-07,6,2,697,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,7,1,2014,2,7,False,False,False,5894.0,4008.0,4535.0,4941.571428571428,34591.0,1237.6641786234388,4857.7,145731.0,1212.7730876256148,5280.3803394162205,4885.69927504257,0,0,2,0.0,0,0,6211.2706649130505
18687,2014-01-06,6,1,806,1,1,0,0,a,a,310.0,12.0,2013.0,0,,,,6,1,2014,2,6,False,False,False,6196.0,3820.0,4371.0,5496.285714285715,38474.0,1494.6842157331816,4968.766666666666,149063.0,1314.9343679264102,5886.035254562165,5067.460612136598,0,0,1,0.0,0,0,7361.732582161716
18688,2014-01-04,6,6,389,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,4,1,2014,1,4,True,False,False,7703.0,4574.0,3496.0,5275.857142857143,36931.0,1746.0138820154,4953.266666666666,148598.0,1335.4736970087818,5172.276440921624,4936.076056514882,,0,0,0.0,0,0,3273.539042493744
18689,2014-01-03,6,5,613,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,3,1,2014,1,3,False,False,False,3031.0,2964.0,5896.0,5544.142857142857,38809.0,1450.9246969400194,4918.133333333333,147544.0,1323.6289388707455,5089.707330691218,4930.006633513923,,0,0,0.0,0,0,4847.227725076252
18690,2014-01-02,6,4,563,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,2,1,2014,1,2,False,False,False,4842.0,6125.0,5168.0,5351.714285714285,37462.0,1450.3719884091515,4905.133333333333,147154.0,1323.0052970763033,5011.780498018414,4920.199753932379,,0,0,0.0,0,0,4399.423145965807
18691,2013-12-31,6,2,362,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,31,12,2013,1,365,False,False,True,4778.0,5018.0,6017.0,5026.142857142857,35183.0,1760.4169419554623,4795.866666666667,143876.0,1362.7767984152251,4443.58537351381,4779.477189162549,,0,0,0.0,0,0,2796.840848445492
18692,2013-12-30,6,1,767,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,30,12,2013,1,364,False,False,False,2739.0,5894.0,6322.0,5181.285714285715,36269.0,1892.5425327044172,4817.8,144534.0,1393.1430701091344,5077.689030135358,4921.446402764966,,0,0,0.0,0,0,6298.63319966474
18693,2013-12-28,6,6,477,1,0,0,0,a,a,310.0,12.0,2013.0,0,,,,28,12,2013,52,362,True,False,False,6980.0,6196.0,7748.0,4827.142857142857,33790.0,1902.9306721100365,4683.433333333333,140503.0,1291.4658520946011,4737.516772601519,4843.740183231742,,0,0,0.0,0,0,3846.303699886765
18694,2013-12-27,6,5,613,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,27,12,2013,52,361,False,False,False,3717.0,7703.0,3316.0,4428.857142857143,31002.0,1434.8992332299235,4736.733333333334,142102.0,1265.8261561017227,4781.887579451139,4848.337590765178,,0,0,0.0,0,0,4902.9668955842035
18695,2013-12-24,6,2,414,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,24,12,2013,52,358,False,False,False,4915.0,3031.0,5055.0,4488.571428571428,31420.0,1374.4556325012093,4683.2,140496.0,1285.7058815269925,4448.6656845883535,4758.057746199683,,0,0,0.0,0,0,3546.2211313290754
18696,2013-12-23,6,1,1093,1,0,0,1,a,a,310.0,12.0,2013.0,0,,,,23,12,2013,52,357,False,False,False,3449.0,4842.0,4398.0,5213.142857142857,36492.0,2482.274053401535,4867.066666666667,146012.0,1599.6106192862485,5814.999263441265,5090.699181928736,,0,0,0.0,0,0,9008.274234801118
